eps,min_samples,median_home_accuracy,mean_home_accuracy,median_work_accuracy,mean_work_accuracy,home_centroid_mean_distance,work_centroid_mean_distance,mean_home_sensitivity,median_home_sensitivity,mean_work_sensitivity,median_work_sensitivity,mean_home_specificity,median_home_specificity,mean_work_specificity,median_work_specificity,mean_home_balanced_accuracy,median_home_balanced_accuracy,mean_work_balanced_accuracy,median_work_balanced_accuracy,mean_home_f1,median_home_f1,mean_work_f1,median_work_f1
950,4,0.5636363636363636,0.5581726354453627,0.5636363636363636,0.55821854912764,173.07901783449532,-66.47929472054975,0.0396969696969697,0.04,0.04181818181818182,0.04,0.9902356902356902,1.0,0.9885521885521885,0.9916666666666667,0.51496632996633,0.52,0.5151851851851852,0.52,0.07487159848285901,0.07692307692307693,0.07842712643406875,0.07692307692307693
900,4,0.5636363636363636,0.5569821930646672,0.5636363636363636,0.5561855670103093,267.3551482691297,-4.321403438292768,0.036701030927835054,0.04,0.03938144329896907,0.04,0.9905498281786943,1.0,0.9868556701030927,0.9916666666666667,0.5136254295532647,0.52,0.5131185567010309,0.52,0.06948451788819325,0.07692307692307693,0.07419897613141756,0.07692307692307693
850,4,0.5590909090909091,0.5541237113402062,0.5636363636363636,0.5546860356138708,1161.127973103888,-225.39407272315515,0.031443298969072164,0.04,0.03608247422680412,0.04,0.9896907216494846,1.0,0.9868556701030927,0.9916666666666667,0.5105670103092783,0.5158333333333334,0.5114690721649485,0.52,0.05957925660517908,0.07692307692307693,0.06822617926910499,0.07692307692307693
950,5,0.5454545454545454,0.5533707865168539,0.5636363636363636,0.5545965270684373,796.6650161297588,-892.1465509650559,0.028089887640449437,0.02,0.04280898876404494,0.05,0.9911048689138576,1.0,0.9810861423220973,0.9916666666666667,0.5095973782771536,0.5,0.5119475655430712,0.5208333333333334,0.05257621875459149,0.03809523809523809,0.07972977867480024,0.09523809523809523
800,4,0.5522727272727272,0.5533617424242424,0.5636363636363636,0.5540246212121213,1234.7904258734586,-256.9472860962257,0.02666666666666667,0.03,0.03489583333333333,0.04,0.9922743055555555,1.0,0.9866319444444445,0.9916666666666667,0.5094704861111111,0.50875,0.5107638888888889,0.52,0.05072940828863883,0.05769230769230769,0.06609723625413423,0.07692307692307693
900,5,0.5454545454545454,0.5527716186252771,0.5590909090909091,0.5521064301552107,1178.406836772211,-1269.3463393884713,0.023658536585365854,0.0,0.03817073170731707,0.045,0.9936991869918699,1.0,0.9803861788617886,0.9916666666666667,0.5086788617886179,0.5,0.5092784552845528,0.5158333333333334,0.044406262275835814,0.0,0.07161887405822444,0.08396679772826561
750,4,0.5454545454545454,0.5515810276679842,0.5545454545454546,0.5502964426877469,1486.3394425503673,-321.08310099203527,0.021847826086956523,0.02,0.029673913043478262,0.04,0.9930253623188406,1.0,0.9841485507246377,0.9916666666666667,0.5074365942028985,0.5008333333333332,0.5069112318840581,0.5108333333333334,0.041633078164956594,0.038461538461538464,0.056356768835352816,0.07373428474345906
850,5,0.5454545454545454,0.5498877665544332,0.55,0.5480359147025815,1511.4053933526639,-2070.037104776552,0.014691358024691358,0.0,0.03197530864197531,0.04,0.9958847736625513,1.0,0.9780864197530863,0.9833333333333333,0.5052880658436215,0.5,0.5050308641975308,0.5066666666666666,0.027525618958250116,0.0,0.06033226107500623,0.07407407407407407
700,4,0.5454545454545454,0.5497835497835498,0.5545454545454546,0.5495129870129869,1888.8208162839696,-1005.990442381676,0.017380952380952382,0.005,0.028095238095238093,0.03,0.9934523809523809,1.0,0.9840277777777776,0.9916666666666667,0.5054166666666666,0.5,0.506061507936508,0.5108333333333334,0.033212659358211924,0.009433962264150943,0.053533414607089345,0.05769230769230769
650,4,0.5454545454545454,0.5497123130034522,0.5545454545454546,0.548561565017261,489.4562112982195,-1278.3178197115537,0.014303797468354432,0.0,0.026582278481012658,0.03,0.9958860759493671,1.0,0.9835443037974682,0.9916666666666667,0.5050949367088607,0.5,0.5050632911392405,0.5108333333333334,0.027400833383637295,0.0,0.05072593178747297,0.05769230769230769
