eps,min_samples,median_home_accuracy,mean_home_accuracy,median_work_accuracy,mean_work_accuracy,home_centroid_mean_distance,work_centroid_mean_distance,mean_home_sensitivity,median_home_sensitivity,mean_work_sensitivity,median_work_sensitivity,mean_home_specificity,median_home_specificity,mean_work_specificity,median_work_specificity,mean_home_balanced_accuracy,median_home_balanced_accuracy,mean_work_balanced_accuracy,median_work_balanced_accuracy,mean_home_f1,median_home_f1,mean_work_f1,median_work_f1
250,49,1.0,0.9954545454545455,1.0,0.9908181818181819,-0.4660336113156663,0.4423347626304499,0.99,1.0,0.9899000000000001,1.0,1.0,1.0,0.9915833333333333,1.0,0.995,1.0,0.9907416666666667,1.0,0.99,1.0,0.9898999974999376,1.0
250,54,1.0,0.9954545454545455,1.0,0.9908181818181819,-0.4660336113156663,0.4423347626304499,0.99,1.0,0.9899000000000001,1.0,1.0,1.0,0.9915833333333333,1.0,0.995,1.0,0.9907416666666667,1.0,0.99,1.0,0.9898999974999376,1.0
200,24,1.0,0.9954545454545455,1.0,0.9908181818181819,-0.4660336113156663,0.49637572485401477,0.99,1.0,0.9899000000000001,1.0,1.0,1.0,0.9915833333333333,1.0,0.995,1.0,0.9907416666666667,1.0,0.99,1.0,0.9898999974999376,1.0
200,19,1.0,0.9954090909090909,1.0,0.9908636363636364,-0.5215853298294266,0.4627787157486415,0.99,1.0,0.99,1.0,0.9999166666666668,1.0,0.9915833333333333,1.0,0.9949583333333334,1.0,0.9907916666666668,1.0,0.989950248756219,1.0,0.989950248756219,1.0
200,14,1.0,0.9954090909090909,1.0,0.9908636363636364,-0.5215853298294266,0.4627787157486415,0.99,1.0,0.99,1.0,0.9999166666666668,1.0,0.9915833333333333,1.0,0.9949583333333334,1.0,0.9907916666666668,1.0,0.989950248756219,1.0,0.989950248756219,1.0
200,9,1.0,0.9954090909090909,1.0,0.9908636363636364,-0.5215853298294266,0.4627787157486415,0.99,1.0,0.99,1.0,0.9999166666666668,1.0,0.9915833333333333,1.0,0.9949583333333334,1.0,0.9907916666666668,1.0,0.989950248756219,1.0,0.989950248756219,1.0
200,4,1.0,0.9954090909090909,1.0,0.9908636363636364,-0.5215853298294266,0.4627787157486415,0.99,1.0,0.99,1.0,0.9999166666666668,1.0,0.9915833333333333,1.0,0.9949583333333334,1.0,0.9907916666666668,1.0,0.989950248756219,1.0,0.989950248756219,1.0
250,4,1.0,0.9954090909090909,1.0,0.9908636363636364,-0.5215853298294266,0.4627787157486415,0.99,1.0,0.99,1.0,0.9999166666666668,1.0,0.9915833333333333,1.0,0.9949583333333334,1.0,0.9907916666666668,1.0,0.989950248756219,1.0,0.989950248756219,1.0
250,9,1.0,0.9954090909090909,1.0,0.9908636363636364,-0.5215853298294266,0.4627787157486415,0.99,1.0,0.99,1.0,0.9999166666666668,1.0,0.9915833333333333,1.0,0.9949583333333334,1.0,0.9907916666666668,1.0,0.989950248756219,1.0,0.989950248756219,1.0
250,14,1.0,0.9954090909090909,1.0,0.9908636363636364,-0.5215853298294266,0.4627787157486415,0.99,1.0,0.99,1.0,0.9999166666666668,1.0,0.9915833333333333,1.0,0.9949583333333334,1.0,0.9907916666666668,1.0,0.989950248756219,1.0,0.989950248756219,1.0
250,19,1.0,0.9954090909090909,1.0,0.9908636363636364,-0.5215853298294266,0.4627787157486415,0.99,1.0,0.99,1.0,0.9999166666666668,1.0,0.9915833333333333,1.0,0.9949583333333334,1.0,0.9907916666666668,1.0,0.989950248756219,1.0,0.989950248756219,1.0
250,24,1.0,0.9954090909090909,1.0,0.9908636363636364,-0.5215853298294266,0.4627787157486415,0.99,1.0,0.99,1.0,0.9999166666666668,1.0,0.9915833333333333,1.0,0.9949583333333334,1.0,0.9907916666666668,1.0,0.989950248756219,1.0,0.989950248756219,1.0
250,29,1.0,0.9954090909090909,1.0,0.9908636363636364,-0.5215853298294266,0.4627787157486415,0.99,1.0,0.99,1.0,0.9999166666666668,1.0,0.9915833333333333,1.0,0.9949583333333334,1.0,0.9907916666666668,1.0,0.989950248756219,1.0,0.989950248756219,1.0
250,34,1.0,0.9954090909090909,1.0,0.9908636363636364,-0.5215853298294266,0.4627787157486415,0.99,1.0,0.99,1.0,0.9999166666666668,1.0,0.9915833333333333,1.0,0.9949583333333334,1.0,0.9907916666666668,1.0,0.989950248756219,1.0,0.989950248756219,1.0
250,39,1.0,0.9954090909090909,1.0,0.9908636363636364,-0.5215853298294266,0.4627787157486415,0.99,1.0,0.99,1.0,0.9999166666666668,1.0,0.9915833333333333,1.0,0.9949583333333334,1.0,0.9907916666666668,1.0,0.989950248756219,1.0,0.989950248756219,1.0
250,44,1.0,0.9954090909090909,1.0,0.9908636363636364,-0.5215853298294266,0.4627787157486415,0.99,1.0,0.99,1.0,0.9999166666666668,1.0,0.9915833333333333,1.0,0.9949583333333334,1.0,0.9907916666666668,1.0,0.989950248756219,1.0,0.989950248756219,1.0
300,69,1.0,0.9954090909090909,1.0,0.9908636363636364,-0.5215853298294266,0.4627787157486415,0.99,1.0,0.99,1.0,0.9999166666666668,1.0,0.9915833333333333,1.0,0.9949583333333334,1.0,0.9907916666666668,1.0,0.989950248756219,1.0,0.989950248756219,1.0
350,24,1.0,0.9953636363636363,1.0,0.9908181818181819,-0.5663297399634999,0.42963925563557726,0.99,1.0,0.99,1.0,0.9998333333333334,1.0,0.9915,1.0,0.9949166666666668,1.0,0.99075,1.0,0.9899004975124379,1.0,0.9899004975124379,1.0
300,39,1.0,0.9953636363636363,1.0,0.9908636363636364,-0.5663297399634999,0.4627787157486415,0.99,1.0,0.99,1.0,0.9998333333333334,1.0,0.9915833333333333,1.0,0.9949166666666668,1.0,0.9907916666666668,1.0,0.9899004975124379,1.0,0.989950248756219,1.0
350,39,1.0,0.9953636363636363,1.0,0.9908181818181819,-0.5663297399634999,0.42963925563557726,0.99,1.0,0.99,1.0,0.9998333333333334,1.0,0.9915,1.0,0.9949166666666668,1.0,0.99075,1.0,0.9899004975124379,1.0,0.9899004975124379,1.0
350,34,1.0,0.9953636363636363,1.0,0.9908181818181819,-0.5663297399634999,0.42963925563557726,0.99,1.0,0.99,1.0,0.9998333333333334,1.0,0.9915,1.0,0.9949166666666668,1.0,0.99075,1.0,0.9899004975124379,1.0,0.9899004975124379,1.0
350,29,1.0,0.9953636363636363,1.0,0.9908181818181819,-0.5663297399634999,0.42963925563557726,0.99,1.0,0.99,1.0,0.9998333333333334,1.0,0.9915,1.0,0.9949166666666668,1.0,0.99075,1.0,0.9899004975124379,1.0,0.9899004975124379,1.0
300,64,1.0,0.9953636363636363,1.0,0.9908636363636364,-0.5663297399634999,0.4627787157486415,0.99,1.0,0.99,1.0,0.9998333333333334,1.0,0.9915833333333333,1.0,0.9949166666666668,1.0,0.9907916666666668,1.0,0.9899004975124379,1.0,0.989950248756219,1.0
300,59,1.0,0.9953636363636363,1.0,0.9908636363636364,-0.5663297399634999,0.4627787157486415,0.99,1.0,0.99,1.0,0.9998333333333334,1.0,0.9915833333333333,1.0,0.9949166666666668,1.0,0.9907916666666668,1.0,0.9899004975124379,1.0,0.989950248756219,1.0
