eps,min_samples,median_home_accuracy,mean_home_accuracy,median_work_accuracy,mean_work_accuracy,home_centroid_mean_distance,work_centroid_mean_distance,mean_home_sensitivity,median_home_sensitivity,mean_work_sensitivity,median_work_sensitivity,mean_home_specificity,median_home_specificity,mean_work_specificity,median_work_specificity,mean_home_balanced_accuracy,median_home_balanced_accuracy,mean_work_balanced_accuracy,median_work_balanced_accuracy,mean_home_f1,median_home_f1,mean_work_f1,median_work_f1
200,8,1.0,0.9999545454545455,1.0,0.9999545454545455,-0.602717785567829,1.1499766097906792,1.0,1.0,1.0,1.0,0.9999166666666668,1.0,0.9999166666666668,1.0,0.9999583333333334,1.0,0.9999583333333334,1.0,0.999950248756219,1.0,0.999950248756219,1.0
150,4,1.0,0.9999545454545455,1.0,0.9999545454545455,-0.602717785567829,1.1499766097906792,1.0,1.0,1.0,1.0,0.9999166666666668,1.0,0.9999166666666668,1.0,0.9999583333333334,1.0,0.9999583333333334,1.0,0.999950248756219,1.0,0.999950248756219,1.0
200,11,1.0,0.9999545454545455,1.0,0.9999545454545455,-0.602717785567829,1.1499766097906792,1.0,1.0,1.0,1.0,0.9999166666666668,1.0,0.9999166666666668,1.0,0.9999583333333334,1.0,0.9999583333333334,1.0,0.999950248756219,1.0,0.999950248756219,1.0
200,10,1.0,0.9999545454545455,1.0,0.9999545454545455,-0.602717785567829,1.1499766097906792,1.0,1.0,1.0,1.0,0.9999166666666668,1.0,0.9999166666666668,1.0,0.9999583333333334,1.0,0.9999583333333334,1.0,0.999950248756219,1.0,0.999950248756219,1.0
200,9,1.0,0.9999545454545455,1.0,0.9999545454545455,-0.602717785567829,1.1499766097906792,1.0,1.0,1.0,1.0,0.9999166666666668,1.0,0.9999166666666668,1.0,0.9999583333333334,1.0,0.9999583333333334,1.0,0.999950248756219,1.0,0.999950248756219,1.0
200,7,1.0,0.9999545454545455,1.0,0.9999545454545455,-0.602717785567829,1.1499766097906792,1.0,1.0,1.0,1.0,0.9999166666666668,1.0,0.9999166666666668,1.0,0.9999583333333334,1.0,0.9999583333333334,1.0,0.999950248756219,1.0,0.999950248756219,1.0
200,6,1.0,0.9999545454545455,1.0,0.9999545454545455,-0.602717785567829,1.1499766097906792,1.0,1.0,1.0,1.0,0.9999166666666668,1.0,0.9999166666666668,1.0,0.9999583333333334,1.0,0.9999583333333334,1.0,0.999950248756219,1.0,0.999950248756219,1.0
200,5,1.0,0.9999545454545455,1.0,0.9999545454545455,-0.602717785567829,1.1499766097906792,1.0,1.0,1.0,1.0,0.9999166666666668,1.0,0.9999166666666668,1.0,0.9999583333333334,1.0,0.9999583333333334,1.0,0.999950248756219,1.0,0.999950248756219,1.0
200,4,1.0,0.9999545454545455,1.0,0.9999545454545455,-0.602717785567829,1.1499766097906792,1.0,1.0,1.0,1.0,0.9999166666666668,1.0,0.9999166666666668,1.0,0.9999583333333334,1.0,0.9999583333333334,1.0,0.999950248756219,1.0,0.999950248756219,1.0
150,11,1.0,0.9999545454545455,1.0,0.9999545454545455,-0.602717785567829,1.1499766097906792,1.0,1.0,1.0,1.0,0.9999166666666668,1.0,0.9999166666666668,1.0,0.9999583333333334,1.0,0.9999583333333334,1.0,0.999950248756219,1.0,0.999950248756219,1.0
150,10,1.0,0.9999545454545455,1.0,0.9999545454545455,-0.602717785567829,1.1499766097906792,1.0,1.0,1.0,1.0,0.9999166666666668,1.0,0.9999166666666668,1.0,0.9999583333333334,1.0,0.9999583333333334,1.0,0.999950248756219,1.0,0.999950248756219,1.0
150,9,1.0,0.9999545454545455,1.0,0.9999545454545455,-0.602717785567829,1.1499766097906792,1.0,1.0,1.0,1.0,0.9999166666666668,1.0,0.9999166666666668,1.0,0.9999583333333334,1.0,0.9999583333333334,1.0,0.999950248756219,1.0,0.999950248756219,1.0
