eps,min_samples,median_home_accuracy,mean_home_accuracy,median_work_accuracy,mean_work_accuracy,home_centroid_mean_distance,work_centroid_mean_distance,mean_home_sensitivity,median_home_sensitivity,mean_work_sensitivity,median_work_sensitivity,mean_home_specificity,median_home_specificity,mean_work_specificity,median_work_specificity,mean_home_balanced_accuracy,median_home_balanced_accuracy,mean_work_balanced_accuracy,median_work_balanced_accuracy,mean_home_f1,median_home_f1,mean_work_f1,median_work_f1
300,4,1.0,0.9953181818181818,1.0,0.9997272727272728,-18.974096601308755,-0.6632913878742496,0.99,1.0,1.0,1.0,0.9997499999999999,1.0,0.9995,1.0,0.9948750000000001,1.0,0.9997500000000001,1.0,0.9898507462686567,1.0,0.9997014925373136,1.0
300,5,1.0,0.9953181818181818,1.0,0.997909090909091,-18.974096601308755,-5.041062769179197,0.99,1.0,0.996,1.0,0.9997499999999999,1.0,0.9995,1.0,0.9948750000000001,1.0,0.99775,1.0,0.9898507462686567,1.0,0.9972014925373135,1.0
300,6,1.0,0.9953181818181818,1.0,0.997909090909091,-18.974096601308755,-5.041062769179197,0.99,1.0,0.996,1.0,0.9997499999999999,1.0,0.9995,1.0,0.9948750000000001,1.0,0.99775,1.0,0.9898507462686567,1.0,0.9972014925373135,1.0
350,8,1.0,0.9952727272727273,1.0,0.9996818181818182,-19.00560799933889,-0.6188481205318074,0.99,1.0,1.0,1.0,0.9996666666666667,1.0,0.9994166666666666,1.0,0.9948333333333333,1.0,0.9997083333333333,1.0,0.9898009950248756,1.0,0.9996517412935324,1.0
400,5,1.0,0.9952727272727273,1.0,0.9996818181818182,-19.00560799933889,-0.6188481205318074,0.99,1.0,1.0,1.0,0.9996666666666667,1.0,0.9994166666666666,1.0,0.9948333333333333,1.0,0.9997083333333333,1.0,0.9898009950248756,1.0,0.9996517412935324,1.0
350,5,1.0,0.9952727272727273,1.0,0.9996818181818182,-19.00560799933889,-0.6188481205318074,0.99,1.0,1.0,1.0,0.9996666666666667,1.0,0.9994166666666666,1.0,0.9948333333333333,1.0,0.9997083333333333,1.0,0.9898009950248756,1.0,0.9996517412935324,1.0
350,6,1.0,0.9952727272727273,1.0,0.9996818181818182,-19.00560799933889,-0.6188481205318074,0.99,1.0,1.0,1.0,0.9996666666666667,1.0,0.9994166666666666,1.0,0.9948333333333333,1.0,0.9997083333333333,1.0,0.9898009950248756,1.0,0.9996517412935324,1.0
350,7,1.0,0.9952727272727273,1.0,0.9996818181818182,-19.00560799933889,-0.6188481205318074,0.99,1.0,1.0,1.0,0.9996666666666667,1.0,0.9994166666666666,1.0,0.9948333333333333,1.0,0.9997083333333333,1.0,0.9898009950248756,1.0,0.9996517412935324,1.0
350,9,1.0,0.9952727272727273,1.0,0.9996818181818182,-19.00560799933889,-0.6188481205318074,0.99,1.0,1.0,1.0,0.9996666666666667,1.0,0.9994166666666666,1.0,0.9948333333333333,1.0,0.9997083333333333,1.0,0.9898009950248756,1.0,0.9996517412935324,1.0
350,10,1.0,0.9952727272727273,1.0,0.9979090909090909,-19.00560799933889,-4.973627523495149,0.99,1.0,0.9961,1.0,0.9996666666666667,1.0,0.9994166666666666,1.0,0.9948333333333333,1.0,0.9977583333333334,1.0,0.9898009950248756,1.0,0.997229381045085,1.0
